species,Freeze.tmin.lo
Metrosideros tremuloides,FreezingUnexposed
Metrosideros umbellata,FreezingExposed
Metroxylon sagu,FreezingUnexposed
Metteniusa edulis,FreezingUnexposed
Metteniusa nucifera,FreezingUnexposed
Metteniusa tessmanniana,FreezingUnexposed
Meum athamanticum,FreezingExposed
Meyna tetraphylla,FreezingUnexposed
Mezia angelica,FreezingUnexposed
Mezia includens,FreezingUnexposed
Mezilaurus crassiramea,FreezingUnexposed
Mezilaurus duckei,FreezingUnexposed
Mezilaurus ita-uba,FreezingUnexposed
Mezilaurus lindaviana,FreezingUnexposed
Mezilaurus synandra,FreezingUnexposed
Mezilaurus triunca,FreezingUnexposed
Mezzettia parviflora,FreezingUnexposed
Mibora minima,FreezingExposed
Michauxia campanuloides,FreezingUnexposed
Michelia alba,FreezingUnexposed
Michelia baillonii,FreezingUnexposed
Michelia cavaleriei,FreezingUnexposed
Michelia champaca,FreezingUnexposed
Michelia chapensis,FreezingUnexposed
Michelia compressa,FreezingUnexposed
Michelia doltsopa,FreezingExposed
Michelia excelsa,FreezingUnexposed
Michelia figo,FreezingExposed
Michelia floribunda,FreezingExposed
Michelia foveolata,FreezingExposed
Michelia hypolampra,FreezingUnexposed
Michelia macclurei,FreezingExposed
Michelia maudiae,FreezingUnexposed
Michelia mediocris,FreezingUnexposed
Michelia montana,FreezingUnexposed
Michelia nilagirica,FreezingUnexposed
Michelia pilifera,FreezingUnexposed
Michelia platypetala,FreezingExposed
Michelia velutina,FreezingUnexposed
Michelia yunnanensis,FreezingUnexposed
Michelsonia microphylla,FreezingUnexposed
Miconia acinodendron,FreezingUnexposed
Miconia affinis,FreezingUnexposed
Miconia albicans,FreezingUnexposed
Miconia amazonica,FreezingUnexposed
Miconia ampla,FreezingUnexposed
Miconia appendiculata,FreezingUnexposed
Miconia argentea,FreezingUnexposed
Miconia argyrophylla,FreezingUnexposed
Miconia aulocalyx,FreezingUnexposed
Miconia aurea,FreezingUnexposed
Miconia borealis,FreezingUnexposed
Miconia bubalina,FreezingUnexposed
Miconia calvescens,FreezingUnexposed
Miconia cazaletii,FreezingUnexposed
Miconia centrodesma,FreezingUnexposed
Miconia chrysophylla,FreezingUnexposed
Miconia cinnamomifolia,FreezingUnexposed
Miconia crassinervia,FreezingUnexposed
Miconia cubatanensis,FreezingUnexposed
Miconia cuspidata,FreezingUnexposed
Miconia decurrens,FreezingUnexposed
Miconia dispar,FreezingUnexposed
Miconia elaeagnoides,FreezingUnexposed
Miconia elata,FreezingUnexposed
Miconia fallax,FreezingUnexposed
Miconia ferruginata,FreezingUnexposed
Miconia fosteri,FreezingUnexposed
Miconia fragilis,FreezingUnexposed
Miconia glaberrima,FreezingUnexposed
Miconia gracilis,FreezingUnexposed
Miconia grandifolia,FreezingUnexposed
Miconia holosericea,FreezingUnexposed
Miconia hondurensis,FreezingUnexposed
Miconia hymenonervia,FreezingUnexposed
Miconia ibaguensis,FreezingUnexposed
Miconia impetiolaris,FreezingUnexposed
Miconia juruensis,FreezingUnexposed
Miconia lacera,FreezingUnexposed
Miconia laevigata,FreezingUnexposed
Miconia lanata,FreezingUnexposed
Miconia lateriflora,FreezingUnexposed
Miconia lepidota,FreezingUnexposed
Miconia ligustroides,FreezingUnexposed
Miconia lonchophylla,FreezingUnexposed
Miconia longifolia,FreezingUnexposed
Miconia matthaei,FreezingUnexposed
Miconia media,FreezingExposed
Miconia minutiflora,FreezingUnexposed
Miconia mirabilis,FreezingUnexposed
Miconia multispicata,FreezingUnexposed
Miconia myriantha,FreezingUnexposed
Miconia napoana,FreezingUnexposed
Miconia nervosa,FreezingUnexposed
Miconia persicariaefolia,FreezingUnexposed
Miconia phanerostila,FreezingUnexposed
Miconia pilgeriana,FreezingUnexposed
Miconia poeppigii,FreezingUnexposed
Miconia prasina,FreezingUnexposed
Miconia punctata,FreezingUnexposed
Miconia quadrangularis,FreezingUnexposed
Miconia racemosa,FreezingUnexposed
Miconia reducens,FreezingUnexposed
Miconia rivetii,FreezingUnexposed
Miconia ruficalyx,FreezingUnexposed
Miconia rufostellulata,FreezingUnexposed
Miconia schnellii,FreezingUnexposed
Miconia sellowiana,FreezingUnexposed
Miconia serrulata,FreezingUnexposed
Miconia shattuckii,FreezingUnexposed
Miconia sintenisii,FreezingUnexposed
Miconia smaragdina,FreezingUnexposed
Miconia splendens,FreezingUnexposed
Miconia stevensiana,FreezingUnexposed
Miconia subspicata,FreezingUnexposed
Miconia symplectocaulos,FreezingUnexposed
Miconia ternatifolia,FreezingUnexposed
Miconia tetrandra,FreezingUnexposed
Miconia tomentosa,FreezingUnexposed
Miconia tonduzii,FreezingUnexposed
Miconia traillii,FreezingUnexposed
Miconia trinervia,FreezingUnexposed
Miconia triplinervis,FreezingUnexposed
Miconia tschudyoides,FreezingUnexposed
Micraira subulifolia,FreezingUnexposed
Micrandra elata,FreezingUnexposed
Micrandra inundata,FreezingUnexposed
Micrandra minor,FreezingUnexposed
Micrandra rossiana,FreezingUnexposed
Micrandra siphonioides,FreezingUnexposed
Micrandra spruceana,FreezingUnexposed
Micrandra sprucei,FreezingUnexposed
Micrandropsis scleroxylon,FreezingUnexposed
Micrantheum demissum,FreezingUnexposed
Micrantheum ericoides,FreezingUnexposed
Micrantheum hexandrum,FreezingExposed
Micranthus alopecuroides,FreezingExposed
Micranthus junceus,FreezingUnexposed
Microberlinia bisulcata,FreezingUnexposed
Microberlinia brazzavillensis,FreezingUnexposed
Microbiota decussata,FreezingExposed
Microcoelia corallina,FreezingUnexposed
Microcoelia exilis,FreezingUnexposed
Microcoelia globulosa,FreezingUnexposed
Microcoelia megalorrhiza,FreezingUnexposed
Microcoelia stolzii,FreezingUnexposed
Microcos cinnamomifolia,FreezingUnexposed
Microcos laurifolia,FreezingUnexposed
Microcos paniculata,FreezingUnexposed
Microcos stylocarpa,FreezingUnexposed
Microcos tomentosa,FreezingUnexposed
Microdesmis afrodecandra,FreezingUnexposed
Microdesmis caseariifolia,FreezingUnexposed
Microdesmis keayana,FreezingUnexposed
Microdesmis puberula,FreezingUnexposed
Microglossa densiflora,FreezingUnexposed
Microgramma lindbergii,FreezingUnexposed
Microgramma lycopodioides,FreezingUnexposed
Microgramma owariensis,FreezingUnexposed
Microgramma reptans,FreezingUnexposed
Microgramma squamulosa,FreezingUnexposed
Microlaena avenacea,FreezingExposed
Microlaena stipoides,FreezingExposed
Microlepia marginata,FreezingExposed
Microlepia pseudohirta,FreezingUnexposed
Microlepia speluncae,FreezingUnexposed
Microlepia strigosa,FreezingUnexposed
Microlobius foetidus,FreezingUnexposed
Micromelum minutum,FreezingUnexposed
Micromeria biflora,FreezingExposed
Micromeria cremnophila,FreezingExposed
Micromeria cristata,FreezingExposed
Micromeria graeca,FreezingExposed
Micromeria imbricata,FreezingUnexposed
Micromeria juliana,FreezingExposed
Micromeria myrtifolia,FreezingUnexposed
Micromeria nervosa,FreezingUnexposed
Micromeria punctata,FreezingUnexposed
Micromeria sinaica,FreezingUnexposed
Micromyrtus blakelyi,FreezingUnexposed
Micromyrtus ciliata,FreezingExposed
Micromyrtus sessilis,FreezingExposed
Micromyrtus uniovula,FreezingUnexposed
Micropholis acutangula,FreezingUnexposed
Micropholis brochidodroma,FreezingUnexposed
Micropholis caudata,FreezingUnexposed
Micropholis cayennensis,FreezingUnexposed
Micropholis chrysophylloides,FreezingUnexposed
Micropholis crassipedicellata,FreezingUnexposed
Micropholis cylindrocarpa,FreezingUnexposed
Micropholis egensis,FreezingUnexposed
Micropholis emarginata,FreezingUnexposed
Micropholis garciniifolia,FreezingUnexposed
Micropholis gardneriana,FreezingUnexposed
Micropholis gnaphaloclados,FreezingUnexposed
Micropholis guyanensis,FreezingUnexposed
Micropholis humboldtiana,FreezingUnexposed
Micropholis longipedicellata,FreezingUnexposed
Micropholis madeirensis,FreezingUnexposed
Micropholis maguirei,FreezingUnexposed
Micropholis melinoniana,FreezingUnexposed
Micropholis mensalis,FreezingUnexposed
Micropholis obscura,FreezingUnexposed
Micropholis polita,FreezingUnexposed
Micropholis porphyrocarpa,FreezingUnexposed
Micropholis rugosa,FreezingUnexposed
Micropholis sanctae-rosae,FreezingUnexposed
Micropholis splendens,FreezingUnexposed
Micropholis submarginalis,FreezingUnexposed
Micropholis suborbicularis,FreezingUnexposed
Micropholis trunciflora,FreezingUnexposed
Micropholis venulosa,FreezingUnexposed
Microplumeria anomala,FreezingUnexposed
Micropyrum tenellum,FreezingExposed
Microseris borealis,FreezingExposed
Microseris douglasii,FreezingExposed
Microseris scapigera,FreezingExposed
Microsorum cromwellii,FreezingUnexposed
Microsorum pustulatum,FreezingExposed
Microsorum scandens,FreezingUnexposed
Microstegium glabratum,FreezingUnexposed
Microstegium nudum,FreezingExposed
Microstegium vimineum,FreezingExposed
Microstrobos niphophilus,FreezingExposed
Microtis parviflora,FreezingExposed
Microtis unifolia,FreezingExposed
Microtropis sumatrana,FreezingUnexposed
Microula tibetica,FreezingExposed
Mida salicifolia,FreezingUnexposed
Mikania cordifolia,FreezingUnexposed
Mikania fragilis,FreezingUnexposed
Mikania guaco,FreezingUnexposed
Mikania hirsutissima,FreezingUnexposed
Mikania leiostachya,FreezingUnexposed
Mikania micrantha,FreezingUnexposed
Mikania scandens,FreezingExposed
Mikania tonduzii,FreezingUnexposed
Mildbraediodendron excelsum,FreezingUnexposed
Milicia excelsa,FreezingUnexposed
Milicia regia,FreezingUnexposed
Milium effusum,FreezingExposed
Miliusa horsfieldii,FreezingUnexposed
Miliusa koolsii,FreezingUnexposed
Miliusa longipes,FreezingUnexposed
Miliusa velutina,FreezingUnexposed
Milleria quinqueflora,FreezingUnexposed
Millettia atropurpurea,FreezingUnexposed
Millettia brandisiana,FreezingUnexposed
Millettia drastica,FreezingUnexposed
Millettia dura,FreezingUnexposed
Millettia ferruginea,FreezingUnexposed
Millettia griffoniana,FreezingUnexposed
Millettia laurentii,FreezingUnexposed
Millettia lenneoides,FreezingUnexposed
Millettia leptobotrya,FreezingUnexposed
Millettia leucantha,FreezingUnexposed
Millettia pulchra,FreezingUnexposed
Millettia richardiana,FreezingUnexposed
Millettia stuhlmannii,FreezingUnexposed
Millettia usaramensis,FreezingUnexposed
Millettia xylocarpa,FreezingUnexposed
Milligania densiflora,FreezingExposed
Milligania lindoniana,FreezingExposed
Milligania stylosa,FreezingExposed
Millingtonia hortensis,FreezingUnexposed
Millotia myosotidifolia,FreezingUnexposed
Millotia tenuifolia,FreezingUnexposed
Mimetes chrysanthus,FreezingUnexposed
Mimetes cucullatus,FreezingUnexposed
Mimetes fimbriifolius,FreezingUnexposed
Mimetes saxatilis,FreezingExposed
Mimosa acantholoba,FreezingUnexposed
Mimosa aculeaticarpa,FreezingExposed
Mimosa albida,FreezingUnexposed
Mimosa arenosa,FreezingUnexposed
Mimosa artemisiana,FreezingUnexposed
Mimosa bahamensis,FreezingUnexposed
Mimosa bimucronata,FreezingUnexposed
Mimosa detinens,FreezingUnexposed
Mimosa glutinosa,FreezingUnexposed
Mimosa micheliana,FreezingUnexposed
Mimosa monancistra,FreezingUnexposed
Mimosa pellita,FreezingUnexposed
Mimosa pigra,FreezingUnexposed
Mimosa pudica,FreezingUnexposed
Mimosa scabrella,FreezingExposed
Mimosa tenuiflora,FreezingUnexposed
Mimozyganthus carinatus,FreezingUnexposed
Mimulus aurantiacus,FreezingExposed
Mimulus guttatus,FreezingExposed
Mimulus ringens,FreezingExposed
Mimusops antsiranensis,FreezingUnexposed
Mimusops bagshawei,FreezingUnexposed
Mimusops balata,FreezingUnexposed
Mimusops caffra,FreezingExposed
Mimusops commersonii,FreezingUnexposed
Mimusops comorensis,FreezingUnexposed
Mimusops elengi,FreezingUnexposed
Mimusops obovata,FreezingUnexposed
Mimusops obtusifolia,FreezingUnexposed
Mimusops riparia,FreezingUnexposed
Mimusops schliebenii,FreezingUnexposed
Mimusops voalela,FreezingUnexposed
Mimusops zeyheri,FreezingUnexposed
Minquartia guianensis,FreezingUnexposed
Minuartia aizoides,FreezingExposed
Minuartia hybrida,FreezingExposed
Minuartia verna,FreezingExposed
Minuria denticulata,FreezingUnexposed
Miquelia celebica,FreezingUnexposed
Mirabilis albida,FreezingExposed
Mirabilis jalapa,FreezingExposed
Mirabilis multiflora,FreezingExposed
Mirbelia rubiifolia,FreezingUnexposed
Mirbelia speciosa,FreezingUnexposed
Miscanthus floridulus,FreezingUnexposed
Miscanthus japonicus,FreezingUnexposed
Miscanthus nepalensis,FreezingExposed
Miscanthus sacchariflorus,FreezingExposed
Miscanthus sinensis,FreezingExposed
Mischarytera lautereriana,FreezingUnexposed
Mischocarpus anodontus,FreezingUnexposed
Mischocarpus australis,FreezingUnexposed
Mischocarpus exangulatus,FreezingUnexposed
Mischocarpus grandissimus,FreezingUnexposed
Mischocarpus lachnocarpus,FreezingUnexposed
Mischocarpus pentapetalus,FreezingUnexposed
Mischocarpus pyriformis,FreezingUnexposed
Mischocarpus stipitatus,FreezingUnexposed
Mischocarpus sundaicus,FreezingUnexposed
Misopates orontium,FreezingExposed
Mitella diphylla,FreezingExposed
Mitella nuda,FreezingExposed
Mitella pentandra,FreezingExposed
Mitella stauropetala,FreezingExposed
Mitracarpus hirtus,FreezingUnexposed
Mitragyna inermis,FreezingUnexposed
Mitragyna parvifolia,FreezingExposed
Mitragyna rotundifolia,FreezingUnexposed
Mitragyna rubrostipulacea,FreezingUnexposed
Mitragyna speciosa,FreezingUnexposed
Mitraria coccinea,FreezingExposed
Mitrasacme pilosa,FreezingUnexposed
Mitrasacme polymorpha,FreezingUnexposed
Mitreola petiolata,FreezingExposed
Mitreola sessilifolia,FreezingExposed
Mitrephora polypyrena,FreezingUnexposed
Mitriostigma axillare,FreezingExposed
Mkilua fragrans,FreezingUnexposed
Modiola caroliniana,FreezingExposed
Moehringia ciliata,FreezingExposed
Moehringia muscosa,FreezingExposed
Moehringia trinervia,FreezingExposed
Moenchia erecta,FreezingExposed
Moldenhawera floribunda,FreezingUnexposed
Molinadendron hondurense,FreezingUnexposed
Molineria capitulata,FreezingUnexposed
Molinia caerulea,FreezingExposed
Molinia japonica,FreezingExposed
Mollia gracilis,FreezingUnexposed
Mollia lepidota,FreezingUnexposed
Mollia speciosa,FreezingUnexposed
Mollinedia beckii,FreezingUnexposed
Mollinedia caloneura,FreezingUnexposed
Mollinedia caudata,FreezingUnexposed
Mollinedia chrysorrachis,FreezingUnexposed
Mollinedia costaricensis,FreezingUnexposed
Mollinedia darienensis,FreezingUnexposed
Mollinedia floribunda,FreezingUnexposed
Mollinedia guatemalensis,FreezingUnexposed
Mollinedia killipii,FreezingUnexposed
Mollinedia lanceolata,FreezingUnexposed
Mollinedia latifolia,FreezingUnexposed
Mollinedia ovata,FreezingUnexposed
Mollinedia racemosa,FreezingUnexposed
Mollinedia tomentosa,FreezingUnexposed
Mollinedia triflora,FreezingUnexposed
Mollinedia uleana,FreezingUnexposed
Mollinedia viridiflora,FreezingUnexposed
Mollugo cerviana,FreezingExposed
Mollugo pentaphylla,FreezingExposed
Mollugo verticillata,FreezingExposed
Moluccella laevis,FreezingExposed
Momordica calantha,FreezingUnexposed
Momordica charantia,FreezingUnexposed
Momordica foetida,FreezingUnexposed
Monachather paradoxus,FreezingUnexposed
Monanthochloe acerosa,FreezingExposed
Monanthotaxis buchananii,FreezingUnexposed
Monanthotaxis caffra,FreezingUnexposed
Monanthotaxis congoensis,FreezingUnexposed
Monanthotaxis diclina,FreezingUnexposed
Monanthotaxis fornicata,FreezingUnexposed
Monanthotaxis letestui,FreezingUnexposed
Monanthotaxis micrantha,FreezingUnexposed
Monanthotaxis parvifolia,FreezingUnexposed
Monanthotaxis poggei,FreezingUnexposed
Monarda bradburiana,FreezingExposed
Monarda citriodora,FreezingExposed
Monarda clinopodioides,FreezingExposed
Monarda didyma,FreezingExposed
Monarda fistulosa,FreezingExposed
Monarda punctata,FreezingExposed
Monardella douglasii,FreezingExposed
Monardella hypoleuca,FreezingUnexposed
Monardella odoratissima,FreezingExposed
Monardella purpurea,FreezingExposed
Monardella sheltonii,FreezingExposed
Monardella villosa,FreezingExposed
Monimia rotundifolia,FreezingUnexposed
Monnina crepinii,FreezingUnexposed
Monocarpia euneura,FreezingUnexposed
Monocarpia marginalis,FreezingUnexposed
Monochaetum amabile,FreezingUnexposed
Monochaetum calcaratum,FreezingUnexposed
Monochaetum floribundum,FreezingUnexposed
Monochaetum neglectum,FreezingUnexposed
Monochaetum talamancense,FreezingUnexposed
Monochaetum vulcanicum,FreezingUnexposed
Monochasma sheareri,FreezingExposed
Monochoria hastata,FreezingUnexposed
Monochoria korsakowii,FreezingExposed
Monochoria vaginalis,FreezingExposed
Monocostus uniflorus,FreezingUnexposed
Monodora grandidieri,FreezingUnexposed
Monodora junodii,FreezingUnexposed
Monodora myristica,FreezingUnexposed
Monodora tenuifolia,FreezingUnexposed
Monolepis nuttalliana,FreezingExposed
Monopetalanthus coriaceus,FreezingUnexposed
Monopetalanthus durandii,FreezingUnexposed
Monopetalanthus heitzii,FreezingUnexposed
Monopetalanthus letestui,FreezingUnexposed
Monopetalanthus pellegrinii,FreezingUnexposed
Monopsis debilis,FreezingUnexposed
Monopsis lutea,FreezingExposed
Monopteryx uaucu,FreezingUnexposed
Monotagma laxum,FreezingUnexposed
Monotagma plurispicatum,FreezingUnexposed
Monotaxis linifolia,FreezingUnexposed
Monotes africana,FreezingUnexposed
Monotes engleri,FreezingUnexposed
Monotes glaber,FreezingUnexposed
Monotes madagascariensis,FreezingUnexposed
Monotoca elliptica,FreezingExposed
Monotoca empetrifolia,FreezingExposed
Monotoca glauca,FreezingExposed
Monotoca scoparia,FreezingExposed
Monotoca submutica,FreezingExposed
Monotoca tamariscina,FreezingUnexposed
Monotropa uniflora,FreezingExposed
Monsonia nivea,FreezingUnexposed
Monstera dubia,FreezingUnexposed
Montezuma speciosissima,FreezingUnexposed
Montia calycina,FreezingUnexposed
Montia chamissoi,FreezingExposed
Montia fontana,FreezingExposed
Montia lamprosperma,FreezingExposed
Montia linearis,FreezingExposed
Montia minor,FreezingExposed
Montia perfoliata,FreezingExposed
Montinia caryophyllacea,FreezingExposed
Montiopsis cumingii,FreezingExposed
Montiopsis sericea,FreezingExposed
Montiopsis trifida,FreezingUnexposed
Montiopsis umbellata,FreezingExposed
Montrouziera sphaeroidea,FreezingUnexposed
Monttea chilensis,FreezingUnexposed
Mora excelsa,FreezingUnexposed
Mora gonggrijpii,FreezingUnexposed
Mora megistosperma,FreezingUnexposed
Mora paraensis,FreezingUnexposed
Moraea albicuspa,FreezingExposed
Moraea algoensis,FreezingUnexposed
Moraea alpina,FreezingExposed
Moraea alticola,FreezingExposed
Moraea bella,FreezingUnexposed
Moraea bellendenii,FreezingUnexposed
Moraea bipartita,FreezingUnexposed
Moraea bituminosa,FreezingUnexposed
Moraea callista,FreezingUnexposed
Moraea carsonii,FreezingUnexposed
Moraea ciliata,FreezingExposed
Moraea collina,FreezingUnexposed
Moraea dracomontana,FreezingExposed
Moraea elliotii,FreezingUnexposed
Moraea falcifolia,FreezingUnexposed
Moraea fergusoniae,FreezingUnexposed
Moraea flaccida,FreezingUnexposed
Moraea fugax,FreezingUnexposed
Moraea gawleri,FreezingUnexposed
Moraea gigandra,FreezingUnexposed
Moraea gracilenta,FreezingExposed
Moraea insolens,FreezingUnexposed
Moraea iridioides,FreezingUnexposed
Moraea iringensis,FreezingUnexposed
Moraea loubseri,FreezingExposed
Moraea lugubris,FreezingUnexposed
Moraea macgregorii,FreezingExposed
Moraea macrantha,FreezingUnexposed
Moraea miniata,FreezingUnexposed
Moraea moggii,FreezingUnexposed
Moraea namibensis,FreezingExposed
Moraea natalensis,FreezingUnexposed
Moraea nubigena,FreezingUnexposed
Moraea ochroleuca,FreezingUnexposed
Moraea papilionacea,FreezingExposed
Moraea polyanthos,FreezingUnexposed
Moraea polystachya,FreezingUnexposed
